train LeroModelPairWise
Epoch: 0, training loss: 0.6760247222009504
Epoch: 1, training loss: 0.6042333197406222
Epoch: 2, training loss: 0.564388947989128
Epoch: 3, training loss: 0.5043682405481938
Epoch: 4, training loss: 0.45354720782861807
Epoch: 5, training loss: 0.415294744641068
Epoch: 6, training loss: 0.3813389409509225
Epoch: 7, training loss: 0.33588405842574065
Epoch: 8, training loss: 0.34854968691608074
Epoch: 9, training loss: 0.29397358572685656
Epoch: 10, training loss: 0.2877560596222487
Epoch: 11, training loss: 0.24219594753130178
Epoch: 12, training loss: 0.25168184472831845
Epoch: 13, training loss: 0.2359025718095104
Epoch: 14, training loss: 0.21319144730092252
Epoch: 15, training loss: 0.17732017984264023
Epoch: 16, training loss: 0.19712535111157575
Epoch: 17, training loss: 0.17077096915982945
Epoch: 18, training loss: 0.1757122319759865
Epoch: 19, training loss: 0.1834874328025115
Epoch: 20, training loss: 0.1571571467679186
Epoch: 21, training loss: 0.16420433238295565
Epoch: 22, training loss: 0.14709823380899265
Epoch: 23, training loss: 0.1328130234007828
Epoch: 24, training loss: 0.12972143320331062
Epoch: 25, training loss: 0.10706509683443337
Epoch: 26, training loss: 0.12373829508300868
Epoch: 27, training loss: 0.12079931102489672
Epoch: 28, training loss: 0.10766379440047179
Epoch: 29, training loss: 0.11509731807182559
Epoch: 30, training loss: 0.10775329446371426
Epoch: 31, training loss: 0.1071506257836899
Epoch: 32, training loss: 0.08927363686422274
Epoch: 33, training loss: 0.10685967711443346
Epoch: 34, training loss: 0.11508644048687358
Epoch: 35, training loss: 0.1131726895315686
Epoch: 36, training loss: 0.09786049588942096
Epoch: 37, training loss: 0.07726353623157649
Epoch: 38, training loss: 0.07854143667202515
Epoch: 39, training loss: 0.08344511625230865
Epoch: 40, training loss: 0.07289332136830981
Epoch: 41, training loss: 0.07395226332613483
Epoch: 42, training loss: 0.08333023076579792
Epoch: 43, training loss: 0.06324815181294668
Epoch: 44, training loss: 0.06117447462237664
Epoch: 45, training loss: 0.06598854388139025
Epoch: 46, training loss: 0.072235592893704
Epoch: 47, training loss: 0.08032051451226209
Epoch: 48, training loss: 0.10038348133274776
Epoch: 49, training loss: 0.07057806277246381
Epoch: 50, training loss: 0.05789053736107058
Epoch: 51, training loss: 0.07237604059159257
Epoch: 52, training loss: 0.08794716514441188
Epoch: 53, training loss: 0.0581557237728268
Epoch: 54, training loss: 0.055329187407390214
Epoch: 55, training loss: 0.06697714986435668
Epoch: 56, training loss: 0.054795901409816224
Epoch: 57, training loss: 0.04564845870482936
Epoch: 58, training loss: 0.05539366788226564
Epoch: 59, training loss: 0.061229445289488496
Epoch: 60, training loss: 0.053393551281702804
Epoch: 61, training loss: 0.07089434137903108
Epoch: 62, training loss: 0.054318293306405356
Epoch: 63, training loss: 0.06344888739471746
Epoch: 64, training loss: 0.07200708472167744
Epoch: 65, training loss: 0.05478302019451079
Epoch: 66, training loss: 0.04035180231584449
Epoch: 67, training loss: 0.035671022116676596
Epoch: 68, training loss: 0.05221701521776786
Epoch: 69, training loss: 0.04529977468933837
Epoch: 70, training loss: 0.049296769045211665
Epoch: 71, training loss: 0.05465849435111453
Epoch: 72, training loss: 0.06693909451324942
Epoch: 73, training loss: 0.06272889199271708
Epoch: 74, training loss: 0.05304968304279989
Epoch: 75, training loss: 0.0643922911137795
Epoch: 76, training loss: 0.06053010758431874
Epoch: 77, training loss: 0.05846279051150543
Epoch: 78, training loss: 0.045753707030075176
Epoch: 79, training loss: 0.04555733189079481
Epoch: 80, training loss: 0.04873623958249849
Epoch: 81, training loss: 0.05304782406508055
Epoch: 82, training loss: 0.0356537580461904
Epoch: 83, training loss: 0.028399530688639447
Epoch: 84, training loss: 0.027471876815812018
Epoch: 85, training loss: 0.03557233600803094
Epoch: 86, training loss: 0.03556747752903499
Epoch: 87, training loss: 0.048198341340748525
Epoch: 88, training loss: 0.04137268957191564
Epoch: 89, training loss: 0.03917050334231315
Epoch: 90, training loss: 0.041565432186422176
Epoch: 91, training loss: 0.0439624669641533
Epoch: 92, training loss: 0.04976877374699098
Epoch: 93, training loss: 0.03990742329112145
Epoch: 94, training loss: 0.04353073909846271
Epoch: 95, training loss: 0.04902406958337725
Epoch: 96, training loss: 0.036613288518747254
Epoch: 97, training loss: 0.04896294560141164
Epoch: 98, training loss: 0.050760834845606596
Epoch: 99, training loss: 0.031616955497697004
