train LeroModelPairWise
Epoch: 0, training loss: 0.6339487522257152
Epoch: 1, training loss: 0.6050307906425173
Epoch: 2, training loss: 0.5872470257375038
Epoch: 3, training loss: 0.5430561056573284
Epoch: 4, training loss: 0.5205776343352096
Epoch: 5, training loss: 0.5130593572685566
Epoch: 6, training loss: 0.4898938151165617
Epoch: 7, training loss: 0.4762401558594782
Epoch: 8, training loss: 0.4405781560848363
Epoch: 9, training loss: 0.4403053820255505
Epoch: 10, training loss: 0.41656944503314997
Epoch: 11, training loss: 0.4116459387513187
Epoch: 12, training loss: 0.39499234170119707
Epoch: 13, training loss: 0.37694982187567455
Epoch: 14, training loss: 0.3474841881999754
Epoch: 15, training loss: 0.3473460988733217
Epoch: 16, training loss: 0.35243921218988944
Epoch: 17, training loss: 0.3165872409061387
Epoch: 18, training loss: 0.30003514201630316
Epoch: 19, training loss: 0.2917357926858008
Epoch: 20, training loss: 0.26620880639941363
Epoch: 21, training loss: 0.2670117780333348
Epoch: 22, training loss: 0.2502191571991691
Epoch: 23, training loss: 0.24312127683804707
Epoch: 24, training loss: 0.24445929761099588
Epoch: 25, training loss: 0.21438555852620486
Epoch: 26, training loss: 0.20723389449207733
Epoch: 27, training loss: 0.1976683289802024
Epoch: 28, training loss: 0.18066353032034435
Epoch: 29, training loss: 0.1899159777739749
Epoch: 30, training loss: 0.18211949941631822
Epoch: 31, training loss: 0.17389331935190597
Epoch: 32, training loss: 0.1544642681526013
Epoch: 33, training loss: 0.14947403042271307
Epoch: 34, training loss: 0.15029387854843965
Epoch: 35, training loss: 0.1316675348901177
Epoch: 36, training loss: 0.14196430336094068
Epoch: 37, training loss: 0.12020787743873364
Epoch: 38, training loss: 0.11997596930022661
Epoch: 39, training loss: 0.1275826599533554
Epoch: 40, training loss: 0.0981662518176931
Epoch: 41, training loss: 0.1207371746957962
Epoch: 42, training loss: 0.09639765956854393
Epoch: 43, training loss: 0.09477147376763767
Epoch: 44, training loss: 0.10050459179456776
Epoch: 45, training loss: 0.10169616946472428
Epoch: 46, training loss: 0.10408139246610668
Epoch: 47, training loss: 0.09197753630504867
Epoch: 48, training loss: 0.0828220246144931
Epoch: 49, training loss: 0.08521961596756408
Epoch: 50, training loss: 0.0951063773150767
Epoch: 51, training loss: 0.07990639798265806
Epoch: 52, training loss: 0.10003707919280094
Epoch: 53, training loss: 0.10347694314652067
Epoch: 54, training loss: 0.08572159178251097
Epoch: 55, training loss: 0.08680257024816006
Epoch: 56, training loss: 0.07472154580202534
Epoch: 57, training loss: 0.08068744700548408
Epoch: 58, training loss: 0.07361223638789531
Epoch: 59, training loss: 0.08265305383251924
Epoch: 60, training loss: 0.07792512078938899
Epoch: 61, training loss: 0.0747311916958854
Epoch: 62, training loss: 0.07157011020348236
Epoch: 63, training loss: 0.0832238953853247
Epoch: 64, training loss: 0.07401531809024889
Epoch: 65, training loss: 0.0866625793405346
Epoch: 66, training loss: 0.07235030987889285
Epoch: 67, training loss: 0.06093570133924609
Epoch: 68, training loss: 0.06605011200436645
Epoch: 69, training loss: 0.05961733122016654
Epoch: 70, training loss: 0.059835295142650125
Epoch: 71, training loss: 0.06646693992376582
Epoch: 72, training loss: 0.06195195425610818
Epoch: 73, training loss: 0.06532733686943998
Epoch: 74, training loss: 0.06492344284754414
Epoch: 75, training loss: 0.06621166709558476
Epoch: 76, training loss: 0.06789100715049241
Epoch: 77, training loss: 0.07551366215219792
Epoch: 78, training loss: 0.07175679824171478
Epoch: 79, training loss: 0.06728046528711809
Epoch: 80, training loss: 0.05416981907495488
Epoch: 81, training loss: 0.06289572935479061
Epoch: 82, training loss: 0.0671141209672293
Epoch: 83, training loss: 0.06454192888434605
Epoch: 84, training loss: 0.06493776367534304
Epoch: 85, training loss: 0.061718483987935675
Epoch: 86, training loss: 0.05564895867363623
Epoch: 87, training loss: 0.057770266073213644
Epoch: 88, training loss: 0.05957168446989194
Epoch: 89, training loss: 0.06249810591558704
Epoch: 90, training loss: 0.054055875735874476
Epoch: 91, training loss: 0.0630046062920687
Epoch: 92, training loss: 0.05574183595987699
Epoch: 93, training loss: 0.05004386446165875
Epoch: 94, training loss: 0.05748270124366213
Epoch: 95, training loss: 0.05913254181858825
Epoch: 96, training loss: 0.05502323942877253
Epoch: 97, training loss: 0.061234109844707944
Epoch: 98, training loss: 0.05372671240364025
Epoch: 99, training loss: 0.04797745551265388
