train LeroModelPairWise
Epoch: 0, training loss: 0.5238646160055913
Epoch: 1, training loss: 0.43669125554547716
Epoch: 2, training loss: 0.39530107385721724
Epoch: 3, training loss: 0.3545591709325113
Epoch: 4, training loss: 0.3256505622008979
Epoch: 5, training loss: 0.29680956842337564
Epoch: 6, training loss: 0.27511861723969444
Epoch: 7, training loss: 0.2515325949480384
Epoch: 8, training loss: 0.24215596438170256
Epoch: 9, training loss: 0.21430387290726666
Epoch: 10, training loss: 0.19889297587677457
Epoch: 11, training loss: 0.1844532241296722
Epoch: 12, training loss: 0.17971548274415255
Epoch: 13, training loss: 0.1637311665280679
Epoch: 14, training loss: 0.16523305162366073
Epoch: 15, training loss: 0.14112863043012827
Epoch: 16, training loss: 0.13163542469842912
Epoch: 17, training loss: 0.12631705605189475
Epoch: 18, training loss: 0.12421465505916161
Epoch: 19, training loss: 0.11482820749973881
Epoch: 20, training loss: 0.10706786066003672
Epoch: 21, training loss: 0.1065537154305292
Epoch: 22, training loss: 0.10335141612065031
Epoch: 23, training loss: 0.09630689860564708
Epoch: 24, training loss: 0.09290526188042415
Epoch: 25, training loss: 0.08891349317251743
Epoch: 26, training loss: 0.08561293662174856
Epoch: 27, training loss: 0.08214282527863395
Epoch: 28, training loss: 0.07852906182442064
Epoch: 29, training loss: 0.07739784704151434
Epoch: 30, training loss: 0.07330518358590159
Epoch: 31, training loss: 0.10726368490618593
Epoch: 32, training loss: 0.06640918576642227
Epoch: 33, training loss: 0.06522283802555524
Epoch: 34, training loss: 0.0638400484155008
Epoch: 35, training loss: 0.06539685196739198
Epoch: 36, training loss: 0.06128481765636748
Epoch: 37, training loss: 0.06563293339673902
Epoch: 38, training loss: 0.05927788152777988
Epoch: 39, training loss: 0.059487301263364704
Epoch: 40, training loss: 0.05606406535598322
Epoch: 41, training loss: 0.05281598373313267
Epoch: 42, training loss: 0.05279550735687896
Epoch: 43, training loss: 0.05189171179929808
Epoch: 44, training loss: 0.05210049264643604
Epoch: 45, training loss: 0.04959074731658514
Epoch: 46, training loss: 0.047025407994609726
Epoch: 47, training loss: 0.05049088994027939
Epoch: 48, training loss: 0.046832245371158654
Epoch: 49, training loss: 0.04575922696819235
Epoch: 50, training loss: 0.04753529246032427
Epoch: 51, training loss: 0.04535632876360412
Epoch: 52, training loss: 0.0423388002566542
Epoch: 53, training loss: 0.04208626618242548
Epoch: 54, training loss: 0.04379479983180492
Epoch: 55, training loss: 0.042491464573947375
Epoch: 56, training loss: 0.04074112371443278
Epoch: 57, training loss: 0.039978736320509835
Epoch: 58, training loss: 0.03808434892069724
Epoch: 59, training loss: 0.03684833798085171
Epoch: 60, training loss: 0.03959653185378574
Epoch: 61, training loss: 0.04277793838931129
Epoch: 62, training loss: 0.03365267625266276
Epoch: 63, training loss: 0.03608679394557683
Epoch: 64, training loss: 0.036174772363725675
Epoch: 65, training loss: 0.03371717731084821
Epoch: 66, training loss: 0.03782620075290325
Epoch: 67, training loss: 0.03203324453426982
Epoch: 68, training loss: 0.03269818876992067
Epoch: 69, training loss: 0.03369900903840057
Epoch: 70, training loss: 0.03399225060708969
Epoch: 71, training loss: 0.03162752159588734
Epoch: 72, training loss: 0.029469696614747777
Epoch: 73, training loss: 0.032770941842523445
Epoch: 74, training loss: 0.030005613883927338
Epoch: 75, training loss: 0.030115668720073305
Epoch: 76, training loss: 0.029706732976799724
Epoch: 77, training loss: 0.030447767044513848
Epoch: 78, training loss: 0.029063100270667174
Epoch: 79, training loss: 0.028046567687120147
Epoch: 80, training loss: 0.027617413811037137
Epoch: 81, training loss: 0.029970478080322424
Epoch: 82, training loss: 0.029125880787391974
Epoch: 83, training loss: 0.024848871967264027
Epoch: 84, training loss: 0.03032635821910094
Epoch: 85, training loss: 0.025906390321805844
Epoch: 86, training loss: 0.028883283460450094
Epoch: 87, training loss: 0.030230332456926287
Epoch: 88, training loss: 0.02321718394560634
Epoch: 89, training loss: 0.02400969474549073
Epoch: 90, training loss: 0.02909127101155689
Epoch: 91, training loss: 0.02478619313311052
Epoch: 92, training loss: 0.02215991570468812
Epoch: 93, training loss: 0.02636600680430836
Epoch: 94, training loss: 0.022733192768351916
Epoch: 95, training loss: 0.02570504021119663
Epoch: 96, training loss: 0.02518350936628787
Epoch: 97, training loss: 0.022626570402064488
Epoch: 98, training loss: 0.02439317157609527
Epoch: 99, training loss: 0.022738094105973033
